State,Year,GDP (Millions of dollars),Population (Number of persons),Personal Income (Dollars),FIPS Code,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area
Arkansas,2013,107209.3,2954685,36285,5.0,2276881.6666666665,1331775.5,58.49166666666667,1237985.5833333333,54.36666666666667,93789.91666666667,7.041666666666667
Arkansas,2014,113171.5,2961191,38218,5.0,2287194.8333333335,1327892.9166666667,58.05833333333334,1249645.8333333333,54.64166666666667,78247.08333333333,5.8999999999999995
Arkansas,2015,116632.4,2970352,39266,5.0,2299074.0833333335,1339408.25,58.25833333333333,1273048.6666666667,55.38333333333333,66359.58333333333,4.95
Arkansas,2016,119758.8,2980602,40179,5.0,2312068.25,1344030.9166666667,58.125,1290424.5833333333,55.824999999999996,53606.333333333336,3.983333333333333
Arkansas,2018,128970.8,2997271,43029,5.0,2321284.5,1343867.25,57.89166666666666,1294713.75,55.791666666666664,49153.5,3.658333333333333
Arkansas,2019,131439.2,3004248,43751,5.0,2330750.3333333335,1354617.25,58.125,1307249.0,56.074999999999996,47368.25,3.4916666666666667
Arkansas,2020,142111.7,3014348,47145,5.0,2345880.5,1346998.0,57.425000000000004,1263601.25,53.875,83396.75,6.2
Arkansas,2022,160254.2,3046404,52604,5.0,2379534.3333333335,1369273.4166666667,57.541666666666664,1323923.8333333333,55.64166666666667,45349.583333333336,3.3000000000000003
California,1988,557618.0,28464250,19590,6.0,20983083.333333332,14137240.083333334,67.375,13391541.833333334,63.833333333333336,745698.25,5.2749999999999995
California,2010,1609997.5,37322360,43138,6.0,28532316.333333332,18367201.333333332,64.375,16080104.333333334,56.35833333333333,2287097.0,12.458333333333334
California,1999,1022682.7,33499204,30529,6.0,24710730.083333332,16446970.583333334,66.55,15580068.416666666,63.050000000000004,866902.1666666666,5.266666666666667
California,2021,3013676.9,39145060,76987,6.0,31090367.416666668,18977109.75,61.041666666666664,17587983.166666668,56.56666666666666,1389126.5833333333,7.325
California,1995,779604.7,31696582,24596,6.0,23269336.666666668,15272646.25,65.625,14068636.5,60.44166666666666,1204009.75,7.891666666666667
California,1985,443888.5,26441107,16788,6.0,19644083.333333332,12968202.833333334,66.00833333333334,12035754.5,61.28333333333333,932448.3333333334,7.183333333333334
California,2017,2295048.7,39424071,58214,6.0,30804622.083333332,19183598.25,62.275,18255624.833333332,59.25,927973.4166666666,4.833333333333333
California,1984,410321.6,25844397,15877,6.0,19162166.666666668,12613825.583333334,65.825,11635999.583333334,60.725,977826.0,7.758333333333333
California,2006,1493217.0,36021202,41454,6.0,27012671.333333332,17661752.166666668,65.38333333333334,16795757.916666668,62.175000000000004,865994.25,4.916666666666667
California,1980,284416.7,23800800,11950,6.0,17687333.333333332,11607512.333333334,65.625,10806124.0,61.09166666666667,801388.3333333334,6.8999999999999995
California,2022,3006647.3,39040616,77013,6.0,31093751.833333332,19241971.5,61.89166666666666,18437955.833333332,59.300000000000004,804015.6666666666,4.183333333333334
California,2020,2767521.4,39503200,70058,6.0,31184333.166666668,18966111.333333332,60.824999999999996,17041823.25,54.666666666666664,1924288.0833333333,10.200000000000001
California,2019,2537950.6,39547996,64174,6.0,31056873.583333332,19415065.666666668,62.525,18620301.666666668,59.949999999999996,794764.0,4.1000000000000005
California,2018,2411055.1,39535906,60984,6.0,30963178.583333332,19288540.083333332,62.300000000000004,18467258.916666668,59.650000000000006,821281.1666666666,4.258333333333334
California,2016,2191138.0,39223210,55863,6.0,30568838.916666668,19013906.5,62.19166666666667,17965090.916666668,58.76666666666667,1048815.5833333333,5.516666666666667
California,2015,2097049.6,38966055,53817,6.0,30283673.333333332,18824855.166666668,62.15833333333333,17649562.083333332,58.28333333333333,1175293.0833333333,6.2250000000000005
California,2014,1955718.0,38636290,50619,6.0,29962936.25,18677101.166666668,62.333333333333336,17264825.083333332,57.625,1412276.0833333333,7.566666666666666
California,2013,1840885.3,38291358,48076,6.0,29626794.25,18568482.916666668,62.675000000000004,16892033.333333332,57.00833333333333,1676449.5833333333,9.033333333333333
California,2012,1814763.0,37970368,47794,6.0,29295635.583333332,18488947.083333332,63.1,16543573.916666666,56.474999999999994,1945373.1666666667,10.525
California,2011,1713428.0,37650514,45509,6.0,28952844.75,18405178.75,63.574999999999996,16218318.916666666,56.00833333333333,2186859.8333333335,11.891666666666666
California,2009,1539818.7,36961229,41660,6.0,27946731.0,18310749.416666668,65.525,16199206.083333334,57.96666666666667,2111543.3333333335,11.541666666666666
California,2008,1588294.5,36604337,43391,6.0,27606374.25,18182565.166666668,65.85833333333333,16853397.5,61.050000000000004,1329167.6666666667,7.3
California,2007,1561307.2,36250311,43070,6.0,27274554.75,17910777.666666668,65.66666666666667,16957627.25,62.175000000000004,953150.4166666666,5.308333333333334
California,2005,1387883.8,35827943,38737,6.0,26761750.25,17537645.666666668,65.53333333333333,16594411.166666666,61.99166666666667,943234.5,5.383333333333333
California,2003,1240604.2,35253159,35191,6.0,26210570.583333332,17271797.583333332,65.89166666666667,16080423.25,61.35,1191374.3333333333,6.891666666666667
California,2004,1315172.2,35574576,36969,6.0,26503319.833333332,17369663.916666668,65.54166666666667,16289776.083333334,61.449999999999996,1079887.8333333333,6.216666666666666
California,2002,1187280.9,34871843,34047,6.0,25882405.916666668,17247296.083333332,66.64166666666667,16082531.0,62.13333333333333,1164765.0833333333,6.758333333333333
California,2001,1169366.4,34479458,33915,6.0,25526367.916666668,17092874.083333332,66.95833333333333,16157987.916666666,63.30833333333334,934886.1666666666,5.466666666666666
California,2000,1127550.1,33987977,33175,6.0,25116226.083333332,16838829.416666668,67.05,16012264.833333334,63.75,826564.5833333334,4.925
California,1998,953360.5,32987675,28901,6.0,24271631.75,16176232.916666666,66.64166666666667,15216138.166666666,62.68333333333334,960094.75,5.933333333333334
California,1997,876440.3,32486010,26979,6.0,23829616.833333332,15807354.0,66.33333333333333,14796836.5,62.09166666666667,1010517.5,6.408333333333334
California,1996,828147.2,32018834,25864,6.0,23453185.0,15400275.916666666,65.675,14269759.0,60.824999999999996,1130516.9166666667,7.3500000000000005
California,1994,741651.8,31484435,23556,6.0,23194655.083333332,15262425.666666666,65.78333333333335,13941805.5,60.1,1320620.1666666667,8.65
California,1993,719014.9,31274928,22990,6.0,23149223.333333332,15266333.5,65.94166666666666,13810184.25,59.650000000000006,1456149.25,9.533333333333333
California,1992,702023.5,30974659,22664,6.0,23048541.583333332,15301725.166666666,66.38333333333334,13870881.416666666,60.199999999999996,1430843.75,9.35
California,1991,666607.6,30470736,21877,6.0,22780860.0,15133302.916666666,66.43333333333334,13950435.083333334,61.23333333333333,1182867.8333333333,7.825
California,1990,643623.8,29959515,21483,6.0,22598254.0,15138580.583333334,66.98333333333333,14263632.916666666,63.10833333333333,874947.6666666666,5.791666666666667
California,1989,600193.6,29218165,20542,6.0,21459000.0,14538980.583333334,67.75833333333334,13798654.333333334,64.30833333333334,740326.25,5.091666666666667
California,1987,511613.0,27777160,18418,6.0,20525166.666666668,13742484.0,66.95,12941071.333333334,63.050000000000004,801412.6666666666,5.825
California,1986,476484.5,27102238,17581,6.0,20065166.666666668,13338571.333333334,66.48333333333333,12437111.916666666,61.98333333333333,901459.4166666666,6.766666666666667
California,1983,369925.8,25360023,14587,6.0,18725000.0,12302012.916666666,65.7,11093207.583333334,59.23333333333333,1208805.3333333333,9.825000000000001
California,1982,342144.7,24820007,13785,6.0,18426583.333333332,12155703.833333334,65.975,10932289.416666666,59.324999999999996,1223414.4166666667,10.058333333333334
California,1981,319356.9,24285933,13150,6.0,18068500.0,11816449.166666666,65.40833333333333,10939027.666666666,60.53333333333333,877421.5,7.433333333333334
California,1979,250181.6,23255069,10758,6.0,17214166.666666668,11286602.833333334,65.56666666666666,10583914.583333334,61.475,702688.25,6.216666666666666
California,1978,220640.1,22838960,9661,6.0,16761666.666666666,10913767.166666666,65.10833333333333,10135565.5,60.458333333333336,778201.6666666666,7.133333333333333
California,1977,194032.9,22350247,8681,6.0,16277916.666666666,10376877.083333334,63.75,9507517.083333334,58.4,869360.0,8.391666666666667
California,1976,174924.8,21934505,7975,6.0,15823750.0,9898940.166666666,62.550000000000004,8993282.916666666,56.833333333333336,905657.25,9.15
Colorado,1980,32052.6,2908803,11019,8.0,2127833.3333333335,1498295.1666666667,70.41666666666667,1410101.75,66.26666666666667,88193.41666666667,5.883333333333333
Colorado,2006,188197.0,4720423,39869,8.0,3621631.9166666665,2640529.9166666665,72.91666666666667,2528010.9166666665,69.80833333333334,112519.0,4.2749999999999995
Colorado,1984,47578.7,3169995,15009,8.0,2354916.6666666665,1704695.4166666667,72.38333333333334,1611014.9166666667,68.40833333333333,93680.5,5.491666666666667
Colorado,2017,303366.7,5600169,54171,8.0,4376945.5,2963079.0,67.69166666666666,2885497.25,65.91666666666667,77581.75,2.6083333333333334
Colorado,1985,50442.4,3208726,15720,8.0,2386000.0,1711063.0833333333,71.72500000000001,1608676.3333333333,67.41666666666667,102386.75,5.983333333333333
Colorado,1995,95469.0,3826653,24948,8.0,2891170.6666666665,2125608.9166666665,73.51666666666667,2040304.0833333333,70.58333333333333,85304.83333333333,4.0249999999999995
Colorado,2021,417967.7,5811596,71920,8.0,4635454.916666667,3158891.25,68.13333333333334,2986563.25,64.41666666666667,172328.0,5.458333333333333
Colorado,1999,131712.8,4226018,31167,8.0,3191590.75,2337767.9166666665,73.23333333333333,2267167.75,71.04166666666667,70600.16666666667,3.016666666666667
Colorado,2010,206053.4,5047005,40827,8.0,3869707.8333333335,2715095.25,70.14999999999999,2467390.4166666665,63.76666666666667,247704.83333333334,9.141666666666667
Colorado,1988,57482.9,3262280,17620,8.0,2446500.0,1706087.0833333333,69.73333333333333,1596600.0833333333,65.25833333333334,109487.0,6.416666666666667
Colorado,1976,18981.3,2632244,7211,8.0,1858250.0,1240464.9166666667,66.75833333333334,1166952.8333333333,62.78333333333333,73512.08333333333,5.916666666666667
Colorado,1977,21174.2,2696007,7854,8.0,1923666.6666666667,1294374.4166666667,67.29166666666667,1212184.3333333333,63.01666666666667,82190.08333333333,6.3500000000000005
Colorado,1978,24413.5,2766725,8824,8.0,1994750.0,1354819.0,67.89999999999999,1279818.75,64.14999999999999,75000.25,5.558333333333334
Colorado,1979,27973.9,2849181,9818,8.0,2069833.3333333333,1435441.75,69.35000000000001,1369048.25,66.14999999999999,66393.5,4.616666666666666
Colorado,1981,36843.0,2977899,12372,8.0,2188500.0,1541833.6666666667,70.45833333333333,1454691.25,66.47500000000001,87142.41666666667,5.641666666666667
Colorado,1982,40468.9,3061562,13218,8.0,2255250.0,1595116.75,70.73333333333333,1473541.3333333333,65.35000000000001,121575.41666666667,7.608333333333333
Colorado,1983,43691.7,3133634,13943,8.0,2314916.6666666665,1659789.25,71.69166666666666,1541947.0833333333,66.60000000000001,117842.16666666667,7.116666666666667
Colorado,1986,52397.1,3237448,16185,8.0,2415666.6666666665,1704854.6666666667,70.59166666666667,1576861.3333333333,65.28333333333333,127993.33333333333,7.516666666666667
Colorado,1987,54179.3,3260477,16617,8.0,2436750.0,1703117.8333333333,69.89166666666667,1574716.0833333333,64.63333333333334,128401.75,7.541666666666667
Colorado,1989,61922.1,3275815,18903,8.0,2460416.6666666665,1710991.3333333333,69.53333333333333,1615407.4166666667,65.66666666666667,95583.91666666667,5.583333333333333
Colorado,1990,65631.6,3307618,19843,8.0,2488757.4166666665,1770765.75,71.16666666666667,1679826.9166666667,67.49166666666666,90938.83333333333,5.133333333333333
Colorado,1991,69632.9,3387119,20558,8.0,2542584.0,1803670.0833333333,70.95,1708311.25,67.18333333333334,95358.83333333333,5.283333333333333
Colorado,1992,75511.8,3495939,21600,8.0,2619814.0,1847596.1666666667,70.53333333333333,1734762.0833333333,66.21666666666667,112834.08333333333,6.091666666666666
Colorado,1993,81698.8,3613734,22608,8.0,2713377.3333333335,1929184.5,71.10000000000001,1825447.5,67.28333333333333,103737.0,5.383333333333333
Colorado,1994,87838.9,3724168,23586,8.0,2806107.3333333335,2035874.4166666667,72.55833333333334,1951296.0833333333,69.53333333333333,84578.33333333333,4.141666666666667
Colorado,1996,102974.9,3919972,26269,8.0,2969567.3333333335,2158234.1666666665,72.68333333333334,2068393.4166666667,69.64999999999999,89840.75,4.166666666666667
Colorado,1997,110721.5,4018293,27554,8.0,3042964.0,2214925.4166666665,72.77499999999999,2140671.3333333335,70.33333333333333,74254.08333333333,3.358333333333333
Colorado,1998,122577.9,4116639,29776,8.0,3111610.6666666665,2305115.8333333335,74.08333333333333,2221867.25,71.40833333333333,83248.58333333333,3.6166666666666667
Colorado,2000,146560.8,4326921,33872,8.0,3264672.4166666665,2358397.25,72.24166666666666,2293976.5,70.26666666666667,64420.75,2.7416666666666667
Colorado,2001,154066.7,4425687,34812,8.0,3345497.4166666665,2395789.5,71.60833333333333,2304235.0833333335,68.86666666666666,91554.41666666667,3.8166666666666664
Colorado,2002,154492.3,4490406,34405,8.0,3405963.5,2449542.6666666665,71.925,2310114.5833333335,67.83333333333333,139428.08333333334,5.683333333333334
Colorado,2003,157405.3,4528732,34757,8.0,3451820.6666666665,2490189.1666666665,72.14166666666667,2338144.25,67.74166666666666,152044.91666666666,6.108333333333333
Colorado,2004,163568.5,4575013,35753,8.0,3491059.5,2538501.9166666665,72.72500000000001,2397119.25,68.675,141382.66666666666,5.566666666666666
Colorado,2005,174247.8,4631888,37619,8.0,3548119.9166666665,2572486.3333333335,72.5,2442173.5833333335,68.84166666666667,130312.75,5.075
Colorado,2007,200611.2,4803868,41760,8.0,3693148.0,2688486.0,72.8,2589011.6666666665,70.10833333333333,99474.33333333333,3.6999999999999997
Colorado,2008,210065.8,4889730,42961,8.0,3767280.5,2734805.5,72.60000000000001,2601252.5,69.05,133553.0,4.875
Colorado,2009,200170.0,4972195,40258,8.0,3838335.8333333335,2731196.75,71.16666666666667,2516161.25,65.56666666666666,215035.5,7.875
Colorado,2011,223873.9,5119188,43732,8.0,3925293.6666666665,2730173.1666666665,69.55,2493001.0833333335,63.51666666666667,237172.08333333334,8.691666666666666
Colorado,2012,236033.0,5188703,45490,8.0,3993645.4166666665,2750169.3333333335,68.875,2530540.5,63.35,219628.83333333334,8.0
Colorado,2013,247816.7,5263512,47082,8.0,4064988.9166666665,2766607.25,68.05833333333334,2580125.0833333335,63.46666666666667,186482.16666666666,6.75
Colorado,2014,268453.1,5342996,50244,8.0,4142393.25,2800294.5,67.60000000000001,2660999.5833333335,64.23333333333333,139294.91666666666,4.983333333333333
Colorado,2015,279696.0,5442196,51394,8.0,4233776.166666667,2825936.9166666665,66.73333333333333,2720563.5,64.26666666666667,105373.41666666667,3.7416666666666667
Colorado,2016,283678.7,5529161,51306,8.0,4322567.5,2893958.5,66.93333333333334,2803216.6666666665,64.85000000000001,90741.83333333333,3.1333333333333333
Colorado,2018,328112.7,5677250,57794,8.0,4451642.25,3054179.8333333335,68.60000000000001,2961264.0,66.51666666666667,92915.83333333333,3.0500000000000003
Colorado,2019,351373.2,5735934,61258,8.0,4519715.166666667,3105966.5833333335,68.73333333333333,3023020.0,66.88333333333334,82946.58333333333,2.6666666666666665
Colorado,2020,375157.8,5785219,64848,8.0,4588240.333333333,3087690.4166666665,67.3,2879192.5833333335,62.75833333333333,208497.83333333334,6.766666666666667
Colorado,2022,442213.0,5841039,75708,8.0,4680612.75,3199970.0,68.375,3103401.4166666665,66.3,96568.58333333333,3.016666666666667
Connecticut,1988,77602.1,3271954,23717,9.0,2516833.3333333335,1746898.3333333333,69.40833333333333,1696614.75,67.40833333333333,50283.583333333336,2.875
Connecticut,2010,219801.3,3580279,61392,9.0,2798201.25,1911229.4166666667,68.29166666666667,1728400.9166666667,61.775000000000006,182828.5,9.558333333333334
Connecticut,1999,133690.1,3386401,39479,9.0,2582772.1666666665,1744570.0,67.54166666666667,1701701.25,65.86666666666666,42868.75,2.4583333333333335
Connecticut,2021,292370.9,3603691,81131,9.0,2936713.5,1855478.4166666667,63.18333333333334,1739109.25,59.21666666666667,116369.16666666667,6.291666666666667
Connecticut,1995,105483.8,3324144,31733,9.0,2550794.5,1740470.6666666667,68.24166666666666,1648264.0,64.61666666666666,92206.66666666667,5.308333333333334
Connecticut,1985,59933.9,3201131,18723,9.0,2469916.6666666665,1702262.4166666667,68.91666666666667,1627566.5833333333,65.89166666666667,74695.83333333333,4.391666666666667
Connecticut,2017,249451.1,3607615,69146,9.0,2901375.5,1923286.1666666667,66.3,1838398.8333333333,63.36666666666667,84887.33333333333,4.416666666666667
Connecticut,1984,55764.3,3180014,17536,9.0,2451083.3333333335,1669912.6666666667,68.125,1592059.8333333333,64.94166666666666,77852.83333333333,4.6499999999999995
Connecticut,2006,187213.1,3517460,53224,9.0,2694038.3333333335,1830768.8333333333,67.95833333333333,1749854.25,64.95,80914.58333333333,4.425
Connecticut,1980,38512.1,3113174,12371,9.0,2368166.6666666665,1585379.1666666667,66.95833333333333,1495359.3333333333,63.15833333333333,90019.83333333333,5.666666666666667
Connecticut,2022,300750.7,3608706,83340,9.0,2947129.5833333335,1932950.5,65.60000000000001,1852627.1666666667,62.875,80323.33333333333,4.158333333333333
Connecticut,2020,278373.6,3577586,77810,9.0,2914555.9166666665,1883574.5833333333,64.63333333333334,1733863.5833333333,59.5,149711.0,7.966666666666666
Connecticut,2019,267552.8,3607159,74173,9.0,2913268.25,1938884.75,66.56666666666666,1869061.6666666667,64.15833333333333,69823.08333333333,3.608333333333333
Connecticut,2018,260582.2,3611318,72157,9.0,2909954.6666666665,1923504.5,66.10833333333333,1848858.5,63.53333333333333,74646.0,3.8833333333333333
