State,Year,January-December Average Temperature (Units Degrees Fahrenheit),January-December Cooling Degree Days (Units Fahrenheit Degree-Days),January-December Heating Degree Days (Units Fahrenheit Degree-Days),January-December Maximum Temperature (Units Degrees Fahrenheit),January-December Minimum Temperature (Units Degrees Fahrenheit),August Palmer Drought Severity Index (PDSI),August Palmer Hydrological Drought Index (PHDI),August Palmer Modified Drought Index (PMDI),January-December Palmer Z-Index,January-December Precipitation (Units Inches)
Minnesota,2012,45.2,637.0,7387.0,56.1,34.3,-2.71,-2.71,-2.24,-1.11,26.17
Minnesota,2013,39.3,453.0,9372.0,49.5,29.1,-1.18,0.93,-0.7,0.42,29.01
Minnesota,2014,38.6,395.0,9627.0,48.7,28.6,-0.12,2.96,2.67,0.6,29.12
Minnesota,2015,43.5,466.0,7889.0,53.8,33.2,1.54,1.54,1.54,0.33,29.46
Minnesota,2016,44.6,508.0,7594.0,54.2,34.9,3.52,3.52,3.52,1.39,33.54
Minnesota,2017,42.6,401.0,8145.0,52.8,32.5,3.01,3.01,3.01,0.72,28.3
Minnesota,2018,40.6,557.0,9008.0,50.6,30.6,2.02,2.02,1.76,1.05,30.08
Minnesota,2019,39.3,436.0,9326.0,48.9,29.6,3.91,3.91,3.91,2.12,35.65
Minnesota,2020,42.4,552.0,8310.0,52.9,32.0,1.11,3.28,2.97,-0.02,24.39
Minnesota,2021,44.3,651.0,7826.0,55.0,33.6,-3.64,-3.64,-3.64,-1.15,23.57
Minnesota,2022,40.0,496.0,9123.0,50.3,29.7,-0.94,0.8,-0.65,-0.12,26.83
Minnesota,2023,43.8,578.0,7820.0,54.1,33.6,-3.76,-3.76,-3.76,-0.88,24.04
Mississippi,1974,63.5,1837.0,2274.0,74.9,52.0,3.66,3.66,3.66,1.25,69.24
Mississippi,1975,63.3,1894.0,2406.0,74.3,52.3,4.9,4.9,4.9,1.36,68.53
Mississippi,1976,61.4,1672.0,2899.0,73.6,49.3,-0.7,1.13,-0.23,-0.15,50.2
Mississippi,1977,63.3,2276.0,2822.0,74.9,51.7,-1.72,-1.72,-1.72,-0.01,59.51
Mississippi,1978,62.2,2157.0,3052.0,74.0,50.4,-0.35,0.94,0.22,-0.45,49.39
Mississippi,1979,61.6,1871.0,2987.0,72.6,50.6,3.38,3.38,3.38,1.73,75.58
Mississippi,1980,63.1,2272.0,2860.0,74.7,51.4,-1.48,2.28,0.42,0.31,61.97
Mississippi,1981,63.1,2091.0,2704.0,75.0,51.2,-2.81,-2.81,-2.81,-1.05,42.34
Mississippi,1982,63.8,2028.0,2354.0,74.8,52.7,0.68,-0.99,0.11,0.69,66.54
Mississippi,1983,61.7,1868.0,2985.0,72.6,50.8,3.57,3.57,2.12,1.38,74.32
Mississippi,1984,63.3,1938.0,2446.0,74.8,52.0,1.78,1.78,1.27,0.03,54.93
Mississippi,1985,63.2,2105.0,2656.0,74.1,52.3,0.77,-1.1,0.03,-0.15,52.77
Mississippi,1986,64.6,2267.0,2351.0,75.9,53.2,-2.97,-2.97,-2.97,-0.69,48.8
Mississippi,1987,63.5,2073.0,2531.0,75.4,51.7,-0.54,0.66,-0.43,-0.22,52.32
Mississippi,1988,62.7,1979.0,2728.0,74.6,50.8,-2.67,-2.67,-2.67,-0.31,52.4
Mississippi,1989,62.4,1834.0,2646.0,73.3,51.6,3.27,3.27,3.12,1.11,65.52
Mississippi,1990,65.1,2136.0,2025.0,77.0,53.2,-1.43,0.95,-0.97,0.11,60.97
Mississippi,1991,64.3,2180.0,2334.0,74.9,53.8,-0.37,3.02,2.43,1.12,73.9
Mississippi,1992,62.8,1780.0,2486.0,73.8,51.9,2.34,2.34,2.34,0.4,56.01
Mississippi,1993,62.7,2008.0,2746.0,73.6,51.8,1.01,1.01,0.38,0.06,55.08
Mississippi,1994,63.5,1923.0,2354.0,74.3,52.8,1.97,1.97,1.86,0.61,60.49
Mississippi,1995,63.6,2119.0,2525.0,75.0,52.2,-0.33,0.64,-0.25,0.04,57.44
Mississippi,1996,63.0,1968.0,2604.0,74.3,51.7,0.34,0.34,0.34,-0.08,54.12
Mississippi,1997,62.9,1927.0,2589.0,73.7,52.1,2.44,2.44,2.36,0.86,64.85
Mississippi,1998,65.9,2527.0,2139.0,76.7,55.0,-1.89,-1.89,-1.89,-0.46,57.05
Mississippi,1999,65.0,2225.0,2144.0,77.2,52.9,-2.09,-2.09,-2.09,-0.75,47.9
Mississippi,2000,64.2,2329.0,2524.0,76.3,52.1,-4.71,-4.71,-4.71,-1.22,44.64
Mississippi,2001,63.7,1992.0,2386.0,75.1,52.3,1.92,1.92,1.92,1.04,66.28
Mississippi,2002,64.0,2226.0,2498.0,74.8,53.2,0.92,0.92,-0.15,0.85,66.08
Mississippi,2003,63.3,2038.0,2571.0,74.3,52.3,3.87,3.87,3.87,0.61,58.98
Mississippi,2004,64.0,2082.0,2339.0,74.8,53.3,3.25,3.25,3.25,0.9,65.81
Mississippi,2005,64.3,2167.0,2344.0,75.8,52.8,1.31,2.03,1.99,-0.34,50.64
Mississippi,2006,64.8,2266.0,2237.0,76.8,52.7,-3.18,-3.18,-3.18,-0.49,52.47
Mississippi,2007,65.0,2314.0,2223.0,76.7,53.3,-3.11,-3.11,-3.04,-1.24,41.78
Mississippi,2008,63.3,2012.0,2520.0,74.8,51.8,1.57,-0.72,1.35,0.42,59.44
Mississippi,2009,63.6,2086.0,2477.0,74.4,52.8,1.14,1.14,0.49,0.97,68.42
Mississippi,2010,63.5,2501.0,2971.0,75.3,51.7,-1.41,-1.41,-1.29,-1.07,43.91
Mississippi,2011,64.5,2295.0,2409.0,76.1,52.7,-3.53,-3.53,-3.53,-0.47,52.84
Mississippi,2012,65.7,2295.0,1957.0,77.1,54.3,2.16,2.16,2.16,0.26,59.17
Mississippi,2013,63.1,1998.0,2602.0,73.9,52.3,1.94,1.94,1.7,0.63,62.93
Mississippi,2014,62.3,1992.0,2877.0,73.6,51.1,2.36,2.36,2.36,0.44,58.22
Mississippi,2015,65.3,2380.0,2165.0,76.0,54.5,-0.54,-0.54,-0.54,0.07,60.57
Mississippi,2016,65.9,2497.0,2091.0,77.4,54.5,0.45,0.45,0.45,-0.59,53.13
Mississippi,2017,65.8,2157.0,1818.0,76.6,55.0,3.46,3.46,3.46,0.4,58.93
Mississippi,2018,64.8,2467.0,2469.0,75.3,54.2,0.1,-0.84,-0.52,0.51,66.81
Mississippi,2019,65.2,2428.0,2276.0,76.0,54.5,3.28,3.28,3.28,0.93,68.06
Mississippi,2020,65.5,2262.0,1983.0,76.0,54.9,3.83,3.83,3.83,1.04,68.84
Mississippi,2021,64.7,2174.0,2162.0,75.4,54.0,5.48,5.48,5.48,1.1,65.5
Mississippi,2022,64.7,2337.0,2355.0,76.5,52.9,1.79,2.33,1.45,0.19,59.58
Mississippi,2023,66.7,2564.0,1841.0,78.2,55.2,-1.23,-1.23,-1.23,-1.03,47.61
Missouri,1974,54.4,1045.0,5040.0,65.4,43.5,2.73,2.73,2.73,0.46,42.66
Missouri,1975,54.6,1231.0,5130.0,65.5,43.8,0.37,1.6,0.66,0.28,41.83
Missouri,1976,53.6,1059.0,5369.0,65.8,41.4,-1.56,-1.56,-1.56,-1.01,28.56
Missouri,1977,54.9,1443.0,5312.0,65.6,44.1,0.72,-1.7,-0.64,0.22,44.31
Missouri,1978,52.6,1294.0,5981.0,63.5,41.7,1.56,1.56,1.56,0.16,40.35
Missouri,1979,52.1,1092.0,5941.0,63.2,40.9,1.88,1.88,1.88,0.37,40.33
Missouri,1980,55.0,1636.0,5440.0,66.7,43.3,-3.29,-3.29,-3.29,-1.49,28.84
Missouri,1981,54.9,1166.0,4991.0,65.9,43.9,3.25,3.25,3.25,0.35,44.21
Missouri,1982,53.5,1076.0,5425.0,64.3,42.7,3.54,3.54,3.54,1.52,50.82
Missouri,1983,54.0,1428.0,5569.0,64.5,43.5,-2.08,0.86,-1.74,0.0,41.18
Missouri,1984,54.4,1168.0,5177.0,65.3,43.5,-1.22,-1.22,-1.22,0.84,46.3
Missouri,1985,53.0,1087.0,5627.0,63.5,42.5,3.41,3.41,3.41,1.4,51.76
Missouri,1986,55.9,1368.0,4833.0,66.7,45.2,0.96,0.96,-0.64,0.28,42.43
Missouri,1987,56.3,1433.0,4688.0,67.4,45.3,0.61,-0.82,0.22,-0.09,40.29
Missouri,1988,54.6,1404.0,5292.0,66.8,42.3,-2.39,-2.39,-2.39,-0.76,34.21
Missouri,1989,53.0,1001.0,5479.0,64.5,41.6,1.01,1.01,1.01,-0.33,33.32
Missouri,1990,56.2,1201.0,4560.0,67.4,45.0,2.43,2.43,2.28,1.05,50.45
Missouri,1991,56.1,1406.0,4814.0,67.0,45.2,-1.77,-1.77,-1.77,-0.33,39.12
Missouri,1992,54.5,862.0,4833.0,65.1,43.9,1.15,1.15,1.0,0.52,41.75
Missouri,1993,53.0,1138.0,5680.0,62.9,43.1,4.76,4.76,4.76,2.04,56.61
Missouri,1994,54.7,1102.0,5005.0,65.6,43.7,2.79,2.79,1.47,0.22,42.08
Missouri,1995,54.2,1199.0,5327.0,65.1,43.3,-0.03,2.97,2.88,0.27,42.05
Missouri,1996,52.9,1055.0,5633.0,63.7,42.2,1.12,1.12,0.92,0.71,43.68
Missouri,1997,53.7,1083.0,5365.0,64.1,43.3,1.58,1.58,1.07,0.2,39.81
Missouri,1998,57.2,1462.0,4482.0,67.1,47.2,2.35,2.35,2.06,1.09,49.87
Missouri,1999,56.4,1248.0,4568.0,67.7,45.1,-1.15,0.77,-0.88,-0.61,36.85
Missouri,2000,55.2,1312.0,5072.0,66.1,44.2,-0.27,-2.07,-0.91,-0.7,35.7
Missouri,2001,55.8,1275.0,4772.0,66.6,45.0,1.0,1.0,0.79,0.52,43.61
Missouri,2002,55.3,1352.0,5016.0,66.4,44.3,-0.8,1.37,0.13,-0.12,40.21
Missouri,2003,54.5,1169.0,5127.0,65.4,43.6,-0.32,-1.45,-1.1,0.04,40.03
Missouri,2004,55.0,993.0,4813.0,65.3,44.6,2.35,2.35,2.35,0.78,44.53
Missouri,2005,56.2,1422.0,4782.0,67.1,45.3,-1.2,-1.2,-0.44,-0.58,36.4
Missouri,2006,56.8,1330.0,4446.0,68.0,45.5,-2.25,-2.25,-2.01,-0.4,38.01
Missouri,2007,56.2,1497.0,4845.0,67.0,45.4,-0.77,-0.77,-0.77,-0.27,39.58
Missouri,2008,53.4,1085.0,5462.0,64.1,42.8,4.33,4.33,4.24,2.08,56.1
Missouri,2009,54.0,979.0,5183.0,64.2,43.7,4.19,4.19,4.19,1.56,51.71
Missouri,2010,55.2,1513.0,5244.0,65.8,44.6,3.59,3.59,3.24,0.51,44.57
Missouri,2011,55.6,1438.0,4998.0,66.3,44.9,-0.89,1.88,0.59,0.3,45.7
Missouri,2012,58.6,1607.0,4079.0,70.4,46.7,-4.31,-4.31,-4.31,-1.57,31.03
Missouri,2013,53.6,1145.0,5461.0,64.2,43.1,2.18,2.18,2.18,0.76,45.71
Missouri,2014,52.9,1106.0,5700.0,63.7,42.1,0.69,0.69,0.69,0.3,39.31
Missouri,2015,55.8,1271.0,4728.0,66.3,45.4,3.8,3.8,3.8,1.58,55.52
Missouri,2016,57.4,1486.0,4399.0,68.1,46.8,3.18,3.18,3.18,-0.18,39.44
Missouri,2017,57.2,1248.0,4291.0,68.2,46.1,2.36,2.36,2.36,-0.04,41.45
Missouri,2018,55.2,1598.0,5320.0,65.8,44.6,0.55,-1.3,-0.49,0.11,43.0
Missouri,2019,55.0,1339.0,5182.0,65.1,44.9,4.66,4.66,4.66,1.68,53.82
Missouri,2020,55.8,1222.0,4765.0,66.2,45.3,3.62,3.62,3.48,0.79,46.34
Missouri,2021,56.3,1378.0,4645.0,66.7,45.9,2.5,2.5,2.4,0.48,44.01
Missouri,2022,55.0,1399.0,5216.0,66.5,43.5,-0.54,1.1,0.12,-0.09,40.26
Missouri,2023,57.4,1350.0,4280.0,68.8,46.0,-1.12,-1.12,-0.03,-0.76,35.79
Montana,1974,42.4,148.0,8640.0,54.6,30.2,0.84,1.99,1.61,0.31,18.69
Montana,1975,39.3,142.0,9703.0,50.6,28.1,4.65,4.65,4.65,2.2,25.42
Montana,1976,42.7,155.0,8614.0,55.2,30.2,4.08,4.08,4.08,0.25,16.84
Montana,1977,41.6,131.0,8910.0,53.7,29.5,0.13,-4.1,-3.9,-0.9,18.93
Montana,1978,38.9,100.0,9630.0,50.3,27.4,3.61,3.61,3.61,1.48,22.93
Montana,1979,40.2,170.0,9291.0,52.7,27.6,-1.66,1.03,-1.17,-0.69,13.84
Montana,1980,42.1,119.0,8741.0,54.3,29.9,-2.9,-2.9,-2.62,-0.6,19.83
Montana,1981,44.0,167.0,8202.0,56.3,31.7,-0.16,1.56,1.26,-0.21,18.68
Montana,1982,39.0,127.0,9640.0,50.6,27.4,2.96,2.96,2.96,1.38,22.41
Montana,1983,41.8,204.0,8910.0,53.6,30.1,1.57,1.57,1.37,0.14,17.33
Montana,1984,41.7,195.0,9027.0,53.5,29.8,-1.25,-1.25,-1.25,-0.26,16.51
Montana,1985,39.1,174.0,9814.0,51.1,27.2,0.64,-3.06,-2.27,-0.62,17.15
Montana,1986,43.0,160.0,8420.0,54.6,31.4,1.31,1.31,0.82,0.81,20.86
Montana,1987,44.6,128.0,8018.0,57.3,31.8,1.31,1.31,1.31,-0.83,15.9
Montana,1988,44.1,271.0,8196.0,57.2,31.0,-7.25,-7.25,-7.25,-2.35,14.53
Montana,1989,40.8,176.0,9119.0,52.7,29.0,1.17,-1.56,0.15,0.34,21.16
Montana,1990,42.8,197.0,8601.0,55.5,30.2,-0.29,1.02,0.32,-0.08,16.9
Montana,1991,42.9,225.0,8607.0,54.9,31.0,-0.24,1.51,1.05,0.22,20.06
Montana,1992,43.5,91.0,8171.0,56.0,31.0,-2.32,-2.32,-1.86,-1.05,17.51
Montana,1993,39.6,41.0,9448.0,51.1,28.2,5.25,5.25,5.25,1.34,22.5
Montana,1994,42.7,210.0,8421.0,55.2,30.2,-1.78,0.71,-1.61,-0.2,16.05
Montana,1995,41.7,129.0,8784.0,53.6,29.9,3.16,3.16,3.16,1.35,22.02
Montana,1996,39.2,188.0,9544.0,51.1,27.4,2.09,2.09,-0.18,0.93,20.6
Montana,1997,42.2,156.0,8774.0,54.1,30.3,4.36,4.36,4.36,0.85,19.44
Montana,1998,43.9,274.0,8276.0,55.7,32.0,-0.04,1.06,0.89,0.07,20.25
Montana,1999,44.0,151.0,8112.0,56.3,31.8,1.52,1.52,1.52,0.09,17.44
Montana,2000,42.4,215.0,8651.0,54.9,29.8,-3.91,-3.91,-3.91,-1.38,15.66
Montana,2001,43.7,256.0,8270.0,56.2,31.1,-5.85,-5.85,-5.85,-2.25,14.94
Montana,2002,41.4,187.0,8989.0,53.6,29.3,-4.03,-4.03,-3.7,-1.06,17.17
Montana,2003,43.3,312.0,8327.0,55.7,31.0,-3.63,-3.63,-3.63,-0.86,17.39
Montana,2004,42.8,129.0,8312.0,54.8,30.8,-3.84,-3.84,-3.55,-1.24,16.84
Montana,2005,43.1,169.0,8455.0,55.3,30.8,0.51,-2.72,-1.75,-0.5,20.01
Montana,2006,44.4,279.0,8106.0,56.7,32.0,-2.51,-2.51,-2.51,-0.21,18.24
Montana,2007,44.0,326.0,8199.0,56.4,31.6,-1.75,-1.75,-1.75,-0.66,17.97
Montana,2008,41.4,164.0,8959.0,54.0,28.8,0.94,-0.76,0.74,-0.02,19.48
Montana,2009,41.1,152.0,8948.0,53.4,28.9,0.72,0.72,0.72,0.06,17.45
Montana,2010,41.6,122.0,8712.0,53.3,29.8,3.04,3.04,3.04,0.84,21.99
Montana,2011,41.6,203.0,8868.0,53.4,29.8,-0.22,5.73,5.44,1.46,22.85
Montana,2012,44.5,290.0,8008.0,57.2,31.9,-3.03,-3.03,-3.03,-1.01,16.81
Montana,2013,42.4,251.0,8569.0,54.3,30.5,1.28,1.28,1.24,0.23,20.02
Montana,2014,41.9,187.0,8613.0,53.8,30.1,2.86,2.86,2.86,0.77,21.6
Montana,2015,44.9,228.0,7708.0,57.4,32.4,-2.07,-2.07,-2.07,-0.79,16.88
Montana,2016,44.6,180.0,7890.0,56.6,32.6,-2.41,-2.41,-2.41,-0.19,21.17
Montana,2017,43.2,279.0,8448.0,55.4,31.0,-3.58,-3.58,-3.58,-0.5,17.43
Montana,2018,41.3,171.0,8739.0,53.1,29.5,-0.44,1.21,0.45,0.41,19.98
Montana,2019,39.9,147.0,9290.0,51.4,28.4,1.71,1.71,1.71,1.17,21.41
Montana,2020,43.3,202.0,8300.0,55.6,31.0,-0.67,1.98,1.1,0.35,16.89
Montana,2021,44.0,341.0,8203.0,56.7,31.2,-4.18,-4.18,-4.18,-1.82,14.31
Montana,2022,42.1,313.0,8821.0,54.3,29.8,-3.39,-3.39,-3.15,-0.82,18.28
Montana,2023,43.9,235.0,8189.0,55.6,32.1,-1.88,-1.88,-1.53,-0.55,18.38
Nebraska,1974,49.2,933.0,6334.0,62.6,35.9,-0.79,1.89,0.65,-0.46,15.56
Nebraska,1975,47.7,1012.0,6854.0,60.3,35.1,-1.44,-1.44,-1.4,-0.38,20.47
Nebraska,1976,49.0,993.0,6474.0,62.5,35.5,-2.48,-2.48,-2.48,-0.89,17.24
Nebraska,1977,49.8,1125.0,6276.0,62.3,37.3,2.41,2.41,2.41,0.65,28.9
Nebraska,1978,46.1,1001.0,7547.0,58.6,33.7,2.54,2.54,2.54,0.45,22.33
Nebraska,1979,46.5,884.0,7337.0,58.9,34.1,3.42,3.42,3.42,1.26,25.49
Nebraska,1980,49.5,1205.0,6492.0,62.6,36.4,-1.06,1.27,-0.36,-0.45,17.17
Nebraska,1981,50.5,945.0,5934.0,63.4,37.5,1.03,-2.13,-0.77,-0.59,24.16
Nebraska,1982,47.0,843.0,7072.0,59.2,34.9,2.64,2.64,2.64,1.37,27.51
Nebraska,1983,47.9,1201.0,7072.0,59.3,36.5,4.67,4.67,4.07,1.31,25.11
Nebraska,1984,48.2,985.0,6653.0,60.1,36.4,4.2,4.2,3.67,1.32,25.84
Nebraska,1985,46.8,805.0,7030.0,59.1,34.4,1.27,1.27,0.27,0.27,22.45
Nebraska,1986,50.3,1007.0,5975.0,62.5,38.0,2.48,2.48,2.48,1.09,26.8
Nebraska,1987,50.8,1060.0,5682.0,63.5,38.1,3.78,3.78,3.78,0.98,25.37
Nebraska,1988,49.6,1240.0,6340.0,63.1,36.1,-1.31,-1.31,-1.31,-0.53,20.12
Nebraska,1989,48.0,882.0,6707.0,61.5,34.5,-4.34,-4.34,-4.34,-1.55,16.71
Nebraska,1990,50.0,1003.0,6007.0,63.0,37.0,-2.89,-2.89,-2.89,-0.81,21.5
Nebraska,1991,50.1,1103.0,6176.0,62.7,37.5,-3.52,-3.52,-3.52,-0.67,22.03
Nebraska,1992,48.9,597.0,6041.0,61.0,36.8,2.96,2.96,2.96,0.89,25.59
Nebraska,1993,46.0,734.0,7203.0,57.3,34.7,8.12,8.12,8.12,2.83,31.87
Nebraska,1994,49.2,914.0,6373.0,61.9,36.5,4.26,4.26,4.26,0.65,21.9
Nebraska,1995,48.6,982.0,6577.0,60.8,36.2,4.09,4.09,3.79,1.02,25.18
Nebraska,1996,46.6,767.0,7178.0,58.8,34.4,2.79,2.79,2.79,0.89,25.48
Nebraska,1997,48.6,927.0,6551.0,60.8,36.4,2.25,2.25,2.25,0.64,22.14
Nebraska,1998,50.6,1125.0,5876.0,62.4,38.8,4.12,4.12,4.12,1.24,25.93
Nebraska,1999,51.0,917.0,5729.0,63.9,38.0,4.5,4.5,4.5,0.52,22.84
Nebraska,2000,49.9,1127.0,6214.0,62.9,36.9,-3.23,-3.23,-3.23,-0.76,20.36
Nebraska,2001,50.3,1081.0,5999.0,62.6,38.0,0.35,1.05,0.52,0.34,24.48
Nebraska,2002,50.0,1216.0,6259.0,63.1,36.9,-4.31,-4.31,-4.18,-1.53,15.65
Nebraska,2003,49.8,983.0,6245.0,62.6,36.9,-3.52,-3.52,-3.52,-0.85,19.98
Nebraska,2004,49.8,811.0,6000.0,62.4,37.2,-2.78,-2.78,-2.78,-0.46,22.92
Nebraska,2005,50.7,1154.0,5924.0,63.4,38.0,-0.01,0.82,0.53,-0.1,23.57
Nebraska,2006,51.1,1088.0,5647.0,64.3,37.9,0.32,-3.52,-3.1,-0.75,21.56
Nebraska,2007,50.0,1175.0,6251.0,62.2,37.8,2.92,2.92,2.92,1.05,28.64
Nebraska,2008,47.7,893.0,6896.0,60.2,35.2,3.7,3.7,3.7,1.57,28.09
Nebraska,2009,47.6,707.0,6686.0,59.8,35.4,5.77,5.77,5.77,1.85,25.7
Nebraska,2010,49.3,1086.0,6473.0,61.4,37.3,7.37,7.37,7.37,1.54,27.06
Nebraska,2011,48.8,1028.0,6497.0,61.3,36.3,5.52,5.52,5.52,1.11,25.81
Nebraska,2012,52.7,1311.0,5356.0,67.1,38.3,-5.7,-5.7,-5.7,-2.24,13.36
Nebraska,2013,48.5,1006.0,6718.0,60.9,36.0,-3.29,-3.29,-3.2,-0.19,23.44
Nebraska,2014,48.0,835.0,6694.0,60.9,35.2,2.6,2.6,2.6,0.55,24.98
Nebraska,2015,50.8,965.0,5780.0,63.4,38.3,3.5,3.5,3.5,1.23,28.06
Nebraska,2016,51.7,1112.0,5557.0,64.3,39.0,3.91,3.91,3.68,0.68,25.31
Nebraska,2017,50.7,1002.0,5807.0,63.4,38.0,1.64,1.64,1.23,0.43,25.34
Nebraska,2018,48.3,1116.0,6816.0,60.1,36.4,3.23,3.23,3.23,1.6,29.22
Nebraska,2019,47.5,1028.0,6863.0,59.1,35.9,8.51,8.51,8.51,2.64,31.37
Nebraska,2020,50.6,1093.0,6049.0,63.6,37.5,-0.83,3.53,2.54,-0.08,18.24
Nebraska,2021,51.0,1173.0,5825.0,63.8,38.3,-1.02,-1.02,-0.98,-0.29,22.6
Nebraska,2022,49.7,1185.0,6403.0,63.7,35.6,-5.47,-5.47,-5.47,-2.04,15.62
Nebraska,2023,50.4,1115.0,5845.0,62.9,37.8,-2.95,-2.95,-2.58,-0.16,24.78
Nevada,1974,50.1,2101.0,3764.0,63.9,36.4,-2.8,-2.8,-2.8,-0.85,7.97
Nevada,1975,48.3,1819.0,4031.0,61.3,35.2,2.47,2.47,2.47,0.68,10.62
Nevada,1976,49.5,1742.0,3659.0,63.7,35.3,0.51,-1.3,-0.46,-0.42,9.9
Nevada,1977,50.3,2009.0,3551.0,64.2,36.5,-2.63,-2.63,-1.79,-1.11,9.89
Nevada,1978,49.4,1893.0,3722.0,62.3,36.4,2.77,2.77,2.36,1.47,13.83
Nevada,1979,49.6,1968.0,3858.0,63.2,36.1,2.87,2.87,2.87,0.21,9.82
Nevada,1980,50.4,1836.0,3401.0,63.6,37.0,4.13,4.13,3.91,1.19,12.98
Nevada,1981,51.8,2225.0,3240.0,65.4,38.2,-3.93,-3.93,-3.93,-0.96,10.71
Nevada,1982,48.1,1697.0,4066.0,60.4,35.8,1.84,1.84,1.84,1.34,13.64
Nevada,1983,49.5,1728.0,3708.0,61.2,37.7,7.71,7.71,7.71,2.9,17.8
Nevada,1984,48.8,2001.0,3872.0,61.4,36.1,7.27,7.27,7.27,1.48,12.12
Nevada,1985,48.7,1993.0,3935.0,62.2,35.1,-2.21,-2.21,-2.21,-0.28,8.74
Nevada,1986,51.5,1935.0,3197.0,64.9,38.0,-1.05,-1.05,-1.05,-0.51,9.1
Nevada,1987,50.6,2018.0,3660.0,63.8,37.3,-2.13,-2.13,-2.13,-0.39,12.07
Nevada,1988,50.7,2086.0,3542.0,64.5,36.9,-0.67,-0.67,-0.67,-0.31,9.38
Nevada,1989,50.1,2093.0,3455.0,64.2,36.0,-2.42,-2.42,-2.11,-1.12,7.55
Nevada,1990,50.0,2084.0,3726.0,63.9,36.2,-3.67,-3.67,-3.67,-1.21,9.16
Nevada,1991,49.9,1862.0,3695.0,63.2,36.6,-2.58,-2.58,-2.07,-0.47,10.07
Nevada,1992,51.4,2089.0,3513.0,64.7,38.0,-4.1,-4.1,-4.1,-1.09,9.72
Nevada,1993,48.6,1800.0,3806.0,61.7,35.5,0.04,2.74,2.73,0.77,10.79
Nevada,1994,50.8,2278.0,3658.0,64.3,37.2,-3.96,-3.96,-3.96,-0.97,9.53
Nevada,1995,50.9,1914.0,3248.0,64.2,37.7,7.67,7.67,7.67,2.01,13.75
Nevada,1996,51.5,2272.0,3263.0,65.1,38.0,-1.21,0.87,-0.98,0.21,12.2
Nevada,1997,50.6,2097.0,3423.0,63.9,37.3,0.62,0.62,0.62,0.15,10.01
Nevada,1998,49.2,1769.0,3901.0,61.7,36.7,7.56,7.56,7.56,2.89,16.91
Nevada,1999,50.6,1884.0,3350.0,64.8,36.3,-0.78,1.95,0.38,-0.94,7.74
Nevada,2000,51.5,2250.0,3376.0,65.2,37.8,-3.11,-3.11,-2.76,-0.65,10.48
Nevada,2001,51.6,2374.0,3460.0,65.4,37.8,-4.03,-4.03,-4.03,-1.13,8.93
Nevada,2002,50.8,2241.0,3532.0,65.1,36.5,-5.22,-5.22,-5.22,-1.49,6.24
Nevada,2003,52.2,2417.0,3342.0,65.8,38.7,-3.83,-3.83,-3.38,-0.94,9.82
Nevada,2004,50.8,2106.0,3486.0,64.1,37.6,0.11,-2.87,-2.67,-0.01,11.35
Nevada,2005,50.7,2008.0,3462.0,63.8,37.5,5.77,5.77,5.77,1.81,13.55
Nevada,2006,50.8,2223.0,3568.0,64.7,36.9,-0.9,1.82,0.54,-0.05,9.67
Nevada,2007,51.5,2361.0,3396.0,65.8,37.3,-5.85,-5.85,-5.85,-1.9,7.59
Nevada,2008,50.4,2199.0,3589.0,64.5,36.4,-4.07,-4.07,-4.07,-0.99,7.69
Nevada,2009,50.4,2195.0,3588.0,64.2,36.6,-2.75,-2.75,-2.75,-0.73,9.22
Nevada,2010,50.1,2032.0,3654.0,63.1,37.0,-0.98,-1.39,-0.8,0.7,13.06
Nevada,2011,49.6,1972.0,3823.0,63.3,35.8,-0.21,3.82,3.52,0.53,8.62
Nevada,2012,52.4,2363.0,3196.0,66.6,38.1,-4.66,-4.66,-4.51,-1.59,8.89
Nevada,2013,50.5,2189.0,3631.0,64.4,36.6,-5.36,-5.36,-5.36,-1.37,7.46
Nevada,2014,53.0,2267.0,2912.0,66.7,39.4,-4.55,-4.55,-3.6,-1.35,9.92
Nevada,2015,52.9,2293.0,3076.0,66.3,39.5,-5.53,-5.53,-5.53,-1.27,11.34
Nevada,2016,51.9,2253.0,3185.0,65.4,38.4,-1.4,-2.1,-1.18,-0.1,11.15
Nevada,2017,52.2,2312.0,3101.0,65.7,38.8,1.66,1.66,1.36,0.3,11.17
Nevada,2018,52.0,2451.0,3290.0,65.7,38.3,-4.56,-4.56,-4.56,-1.46,9.27
Nevada,2019,49.9,2012.0,3770.0,62.8,36.9,-0.35,3.96,3.5,1.5,13.81
Nevada,2020,52.4,2488.0,3274.0,66.8,38.1,-4.0,-4.0,-4.0,-1.9,5.86
Nevada,2021,52.5,2495.0,3284.0,66.2,38.8,-6.11,-6.11,-6.11,-1.23,9.58
Nevada,2022,51.6,2387.0,3502.0,65.6,37.7,0.68,-4.87,-4.07,-1.13,8.48
Nevada,2023,50.0,2032.0,3702.0,62.9,37.1,5.31,5.31,5.31,1.52,12.84
New Hampshire,1974,42.3,199.0,7969.0,53.3,31.4,-0.79,1.38,0.18,0.18,45.01
New Hampshire,1975,43.3,288.0,7709.0,54.3,32.4,0.79,0.79,0.79,0.5,49.41
New Hampshire,1976,41.7,228.0,8230.0,53.1,30.4,2.32,2.32,2.32,0.47,47.06
New Hampshire,1977,42.7,186.0,7828.0,53.5,32.0,0.07,-0.89,-0.64,0.57,50.32
