Year,State,Commodity,ACRES HARVESTED,"PRODUCTION, MEASURED IN $",YIELD,January-December Average Temperature (Units Degrees Fahrenheit),January-December Cooling Degree Days (Units Fahrenheit Degree-Days),January-December Heating Degree Days (Units Fahrenheit Degree-Days),January-December Maximum Temperature (Units Degrees Fahrenheit),January-December Minimum Temperature (Units Degrees Fahrenheit),August Palmer Drought Severity Index (PDSI),August Palmer Hydrological Drought Index (PHDI),August Palmer Modified Drought Index (PMDI),January-December Palmer Z-Index,January-December Precipitation (Units Inches)
1978,montana,WHEAT,4840000.0,146050000.0,30.2,38.9,100.0,9630.0,50.3,27.4,3.61,3.61,3.61,1.48,22.93
1978,nebraska,WHEAT,2550000.0,81600000.0,32.0,46.1,1001.0,7547.0,58.6,33.7,2.54,2.54,2.54,0.45,22.33
1978,nevada,WHEAT,22000.0,1310000.0,59.5,49.4,1893.0,3722.0,62.3,36.4,2.77,2.77,2.36,1.47,13.83
1978,new jersey,WHEAT,25000.0,900000.0,36.0,50.2,622.0,6122.0,60.3,40.2,2.31,2.31,2.31,0.3,47.64
1978,new mexico,WHEAT,336000.0,6048000.0,18.0,53.2,875.0,4737.0,67.6,38.9,-1.53,-1.53,-1.53,0.45,16.48
1978,new york,WHEAT,75000.0,2625000.0,35.0,42.9,452.0,6948.0,53.2,32.6,-1.37,1.77,-0.34,-0.09,38.42
1978,north carolina,WHEAT,180000.0,5940000.0,33.0,57.4,1345.0,4000.0,68.7,46.2,-0.02,1.63,1.4,-0.03,47.84
1978,north dakota,WHEAT,9585000.0,286065000.0,29.8,38.1,446.0,10178.0,49.6,26.7,2.77,2.77,2.76,0.51,17.89
1978,ohio,WHEAT,1080000.0,42120000.0,39.0,48.3,716.0,6839.0,58.5,38.1,-0.08,1.07,0.34,0.22,38.35
1978,oklahoma,WHEAT,5400000.0,145800000.0,27.0,58.5,2158.0,4418.0,70.6,46.4,-2.29,-2.29,-2.29,-0.81,28.33
1978,oregon,WHEAT,1225000.0,51925000.0,42.4,46.5,150.0,5570.0,57.4,35.7,1.71,1.71,1.71,-0.12,29.01
1978,pennsylvania,WHEAT,215000.0,7095000.0,33.0,46.4,551.0,6654.0,56.7,36.1,2.16,2.16,1.45,0.35,43.1
1978,south carolina,WHEAT,65000.0,2145000.0,33.0,61.6,1841.0,3126.0,73.2,49.9,-0.77,-0.77,-0.77,-0.6,41.1
1978,south dakota,WHEAT,3090000.0,66000000.0,21.4,42.2,686.0,8835.0,54.1,30.2,4.93,4.93,4.93,0.87,18.94
1978,tennessee,WHEAT,180000.0,6300000.0,35.0,56.2,1397.0,4554.0,67.7,44.7,0.8,0.8,0.8,-0.24,49.89
1978,texas,WHEAT,2700000.0,54000000.0,20.0,63.8,2746.0,2524.0,75.7,51.8,0.14,-3.11,-2.89,-0.57,25.69
1978,utah,WHEAT,270000.0,8103000.0,30.0,47.9,366.0,7312.0,60.1,35.6,1.12,1.12,0.03,1.03,17.1
1978,virginia,WHEAT,133000.0,4655000.0,35.0,53.6,1001.0,,64.6,42.6,2.54,2.54,2.54,0.29,45.18
1978,washington,WHEAT,2910000.0,128160000.0,44.0,45.9,132.0,5938.0,55.3,36.5,1.41,1.41,1.41,-0.25,35.99
1978,west virginia,WHEAT,9000.0,297000.0,33.0,49.9,744.0,5999.0,60.7,39.1,1.45,1.45,1.45,0.5,47.4
1978,wisconsin,WHEAT,45000.0,1560000.0,34.7,41.0,442.0,8503.0,51.8,30.2,3.2,3.2,3.2,0.85,35.3
1978,wyoming,WHEAT,294000.0,7606000.0,25.9,39.4,170.0,9177.0,52.2,26.6,1.94,1.94,1.72,0.75,18.38
1979,alabama,WHEAT,145000.0,3770000.0,26.0,61.4,1614.0,3184.0,72.7,50.0,2.32,2.32,2.32,1.25,67.92
1979,arizona,WHEAT,125000.0,9540000.0,76.3,58.8,2733.0,2372.0,73.2,44.4,6.12,6.12,5.84,1.13,12.21
1979,arkansas,WHEAT,420000.0,14700000.0,35.0,58.0,1424.0,4143.0,68.8,47.2,3.64,3.64,3.64,1.15,60.26
1979,california,WHEAT,800000.0,56450000.0,70.6,57.7,781.0,3204.0,70.1,45.3,0.37,0.37,0.37,0.21,24.63
1979,colorado,WHEAT,2641000.0,70224000.0,26.6,43.5,211.0,7858.0,57.1,29.9,3.49,3.49,3.49,0.98,19.3
1979,delaware,WHEAT,21000.0,714000.0,34.0,53.8,814.0,4990.0,63.4,44.2,2.85,2.85,2.85,1.45,55.64
1979,georgia,WHEAT,175000.0,6125000.0,35.0,62.3,1419.0,3212.0,73.7,50.8,1.39,1.39,1.18,0.86,55.68
1979,idaho,WHEAT,1470000.0,74140000.0,50.4,42.4,442.0,7385.0,54.6,30.1,-1.87,-1.87,-1.43,-0.88,19.85
1979,illinois,WHEAT,1250000.0,53750000.0,43.0,49.4,739.0,7093.0,59.7,39.1,1.99,1.99,1.99,0.24,38.63
1979,indiana,WHEAT,945000.0,44415000.0,47.0,49.2,714.0,6549.0,59.4,39.0,4.1,4.1,4.1,1.28,46.9
1979,iowa,WHEAT,60000.0,2220000.0,37.0,45.1,723.0,7844.0,55.7,34.6,3.26,3.26,3.26,0.84,34.34
1979,kansas,WHEAT,10800000.0,410400000.0,38.0,52.3,1296.0,5826.0,64.9,39.7,2.04,2.04,2.04,0.77,29.58
1979,kentucky,WHEAT,290000.0,11020000.0,38.0,53.4,924.0,5142.0,64.0,42.9,4.73,4.73,4.73,1.98,62.58
1979,louisiana,WHEAT,26000.0,728000.0,28.0,64.5,2336.0,2216.0,75.1,54.0,2.35,2.35,2.08,1.26,71.35
1979,maryland,WHEAT,90000.0,3330000.0,37.0,53.1,794.0,5048.0,62.8,43.3,3.14,3.14,3.14,1.73,56.95
1979,michigan,WHEAT,735000.0,31605000.0,43.0,42.4,387.0,7511.0,52.2,32.6,2.28,2.28,2.28,0.49,32.42
1979,minnesota,WHEAT,2578000.0,90384000.0,35.1,37.8,336.0,9754.0,48.1,27.5,3.54,3.54,3.54,1.14,28.39
1979,mississippi,WHEAT,115000.0,3680000.0,32.0,61.6,1871.0,2987.0,72.6,50.6,3.38,3.38,3.38,1.73,75.58
1979,missouri,WHEAT,1600000.0,70400000.0,44.0,52.1,1092.0,5941.0,63.2,40.9,1.88,1.88,1.88,0.37,40.33
1979,montana,WHEAT,5125000.0,116475000.0,22.7,40.2,170.0,9291.0,52.7,27.6,-1.66,1.03,-1.17,-0.69,13.84
1979,nebraska,WHEAT,2550000.0,86700000.0,34.0,46.5,884.0,7337.0,58.9,34.1,3.42,3.42,3.42,1.26,25.49
1979,nevada,WHEAT,24000.0,1420000.0,59.2,49.6,1968.0,3858.0,63.2,36.1,2.87,2.87,2.87,0.21,9.82
1979,new jersey,WHEAT,41000.0,1476000.0,36.0,51.6,610.0,5577.0,61.2,42.0,2.64,2.64,2.64,1.2,56.49
1979,new mexico,WHEAT,410000.0,9020000.0,22.0,51.8,695.0,5127.0,66.8,36.8,4.74,4.74,4.74,1.06,14.45
1979,new york,WHEAT,160000.0,6560000.0,41.0,44.6,463.0,6382.0,54.3,34.9,0.4,-0.82,-0.05,0.47,43.97
1979,north carolina,WHEAT,210000.0,7560000.0,36.0,57.6,1134.0,3737.0,68.7,46.5,1.63,1.63,0.81,1.24,58.73
1979,north dakota,WHEAT,9600000.0,252235000.0,26.3,37.2,396.0,10513.0,48.7,25.8,-0.14,2.44,2.21,0.17,14.42
1979,ohio,WHEAT,1320000.0,63360000.0,48.0,48.9,558.0,6462.0,58.8,39.0,3.31,3.31,3.31,1.41,45.15
1979,oklahoma,WHEAT,5700000.0,216600000.0,38.0,57.4,1701.0,4384.0,69.3,45.4,2.3,2.3,2.3,0.47,34.71
1979,oregon,WHEAT,1245000.0,57310000.0,46.0,46.9,177.0,5465.0,58.0,35.8,0.49,-0.86,0.1,-0.01,32.68
1979,pennsylvania,WHEAT,235000.0,7285000.0,31.0,47.5,485.0,6201.0,57.4,37.5,1.63,1.63,1.05,0.91,48.31
1979,south carolina,WHEAT,100000.0,3300000.0,33.0,61.5,1593.0,2929.0,72.9,50.0,1.59,1.59,0.89,1.1,56.05
1979,south dakota,WHEAT,2805000.0,60060000.0,21.4,42.6,600.0,8670.0,54.9,30.3,3.22,3.22,3.22,0.46,18.44
1979,tennessee,WHEAT,250000.0,8500000.0,34.0,55.8,1116.0,4386.0,66.6,45.1,3.63,3.63,3.63,1.69,66.08
1979,texas,WHEAT,4600000.0,138000000.0,30.0,62.9,2311.0,2445.0,75.1,50.7,4.8,4.8,4.8,1.3,30.99
1979,utah,WHEAT,282000.0,7448000.0,26.4,46.6,439.0,7652.0,59.5,33.8,-0.33,2.32,1.77,0.31,11.78
1979,virginia,WHEAT,180000.0,6300000.0,35.0,53.8,823.0,,64.5,43.2,2.31,2.31,2.31,1.62,55.66
1979,washington,WHEAT,2980000.0,118000000.0,39.6,46.4,164.0,5850.0,56.5,36.3,-2.35,-2.35,-2.34,-0.58,38.2
1979,west virginia,WHEAT,10000.0,340000.0,34.0,50.2,551.0,5706.0,60.7,39.6,3.05,3.05,3.05,1.32,52.73
1979,wisconsin,WHEAT,54000.0,2162000.0,40.0,40.4,379.0,8590.0,50.6,30.2,3.33,3.33,3.33,0.73,32.34
1979,wyoming,WHEAT,287000.0,6354000.0,22.1,40.0,215.0,8976.0,53.0,27.0,0.81,0.81,0.81,-0.45,12.64
1980,alabama,WHEAT,260000.0,6630000.0,25.5,62.5,2029.0,3174.0,74.5,50.5,-2.11,1.03,-1.58,0.02,58.48
1980,arizona,WHEAT,215000.0,17200000.0,80.0,60.2,2740.0,1892.0,74.5,46.0,-0.52,3.99,3.29,0.76,13.58
1980,arkansas,WHEAT,865000.0,32870000.0,38.0,60.5,2105.0,3855.0,72.3,48.7,-3.06,-3.06,-3.06,-0.96,40.1
1980,california,WHEAT,1150000.0,85500000.0,74.3,58.1,664.0,2939.0,70.5,45.6,-0.16,1.98,1.71,0.22,24.12
1980,colorado,WHEAT,3400000.0,110300000.0,32.4,45.6,360.0,7305.0,59.4,31.8,-1.5,2.08,0.13,0.23,17.81
1980,delaware,WHEAT,27000.0,1080000.0,40.0,54.1,1128.0,5176.0,64.1,44.1,-1.54,-1.54,-1.54,-0.45,38.92
1980,georgia,WHEAT,600000.0,19800000.0,33.0,63.0,1818.0,3312.0,74.8,51.2,-2.55,-2.55,-2.55,-0.54,47.07
1980,idaho,WHEAT,1550000.0,96030000.0,62.0,43.3,290.0,6960.0,54.5,32.1,2.19,2.19,2.19,0.86,28.67
1980,illinois,WHEAT,1570000.0,76930000.0,49.0,51.3,954.0,6711.0,61.6,41.1,0.55,-0.86,0.06,-0.28,33.65
1980,indiana,WHEAT,1100000.0,53900000.0,49.0,50.5,1010.0,6369.0,60.8,40.3,2.33,2.33,2.33,-0.05,36.0
1980,iowa,WHEAT,92000.0,3496000.0,38.0,48.0,945.0,7085.0,58.9,37.1,1.36,1.36,1.36,-0.18,29.09
1980,kansas,WHEAT,12000000.0,420000000.0,35.0,55.1,1907.0,5219.0,68.0,42.2,-2.03,-2.03,-2.03,-0.56,21.58
1980,kentucky,WHEAT,350000.0,13825000.0,39.5,54.6,1320.0,5110.0,65.8,43.5,-1.43,1.06,-1.0,-0.94,37.26
1980,louisiana,WHEAT,67000.0,1876000.0,28.0,66.1,2655.0,2026.0,77.2,54.9,-2.55,0.63,-2.47,-0.17,58.38
1980,maryland,WHEAT,97000.0,3686000.0,38.0,53.5,1119.0,5177.0,63.8,43.3,-1.23,0.6,-1.19,-0.67,36.71
1980,michigan,WHEAT,800000.0,35200000.0,44.0,42.9,505.0,7579.0,52.7,33.1,1.19,1.19,1.19,0.42,31.59
1980,minnesota,WHEAT,3169000.0,102556000.0,32.4,40.7,461.0,8931.0,51.9,29.5,-2.22,-2.22,-0.98,-0.8,22.07
1980,mississippi,WHEAT,300000.0,9300000.0,31.0,63.1,2272.0,2860.0,74.7,51.4,-1.48,2.28,0.42,0.31,61.97
1980,missouri,WHEAT,2070000.0,89010000.0,43.0,55.0,1636.0,5440.0,66.7,43.3,-3.29,-3.29,-3.29,-1.49,28.84
1980,montana,WHEAT,5100000.0,119800000.0,23.5,42.1,119.0,8741.0,54.3,29.9,-2.9,-2.9,-2.62,-0.6,19.83
1980,nebraska,WHEAT,2850000.0,108300000.0,38.0,49.5,1205.0,6492.0,62.6,36.4,-1.06,1.27,-0.36,-0.45,17.17
1980,nevada,WHEAT,29000.0,1800000.0,62.1,50.4,1836.0,3401.0,63.6,37.0,4.13,4.13,3.91,1.19,12.98
1980,new jersey,WHEAT,43000.0,1849000.0,43.0,51.6,859.0,5863.0,62.0,41.2,-1.84,-1.84,-1.84,-0.79,38.2
1980,new mexico,WHEAT,500000.0,10500000.0,21.0,53.6,986.0,4780.0,68.9,38.4,-2.16,-2.16,-2.16,-0.3,12.19
1980,new york,WHEAT,150000.0,6000000.0,40.0,43.6,595.0,6750.0,53.7,33.5,-1.24,-1.24,-1.24,-0.57,36.27
1980,north carolina,WHEAT,400000.0,14000000.0,35.0,57.9,1481.0,3938.0,69.4,46.5,-1.93,-1.93,-1.93,-0.58,44.31
1980,north dakota,WHEAT,9620000.0,179650000.0,18.7,41.2,442.0,9135.0,53.4,29.0,1.61,-3.22,-1.37,-0.79,16.75
1980,ohio,WHEAT,1370000.0,67130000.0,49.0,49.3,790.0,6551.0,59.4,39.3,4.83,4.83,4.83,0.76,39.63
1980,oklahoma,WHEAT,6500000.0,195000000.0,30.0,60.5,2361.0,3852.0,73.2,47.7,-2.56,-2.56,-2.56,-0.99,26.51
1980,oregon,WHEAT,1350000.0,77400000.0,57.3,47.0,104.0,5538.0,58.0,36.1,-0.17,0.75,0.27,0.12,32.96
1980,pennsylvania,WHEAT,250000.0,9250000.0,37.0,47.3,705.0,6411.0,57.8,36.9,-0.22,-0.22,-0.22,-0.52,36.87
1980,south carolina,WHEAT,192000.0,6912000.0,36.0,61.9,1965.0,3129.0,73.6,50.1,-2.41,-2.41,-2.41,-0.38,45.05
1980,south dakota,WHEAT,3245000.0,62425000.0,19.2,46.2,782.0,7586.0,59.3,33.2,-3.6,-3.6,-3.04,-1.35,14.71
1980,tennessee,WHEAT,490000.0,18620000.0,38.0,57.3,1572.0,4342.0,68.8,45.6,-1.88,-1.88,-1.88,-0.81,44.78
1980,texas,WHEAT,5200000.0,130000000.0,25.0,65.0,2799.0,2129.0,77.6,52.3,-2.36,-2.36,-2.36,-0.56,24.37
1980,utah,WHEAT,272000.0,8942000.0,32.9,48.5,391.0,7105.0,61.0,35.9,3.66,3.66,3.42,1.46,17.33
1980,virginia,WHEAT,286000.0,10582000.0,37.0,54.4,1165.0,,65.7,43.1,-1.93,-1.93,-1.93,-0.93,35.92
1980,washington,WHEAT,3160000.0,160220000.0,50.7,46.1,81.0,5873.0,55.3,36.8,1.23,1.23,1.23,0.35,44.74
1980,west virginia,WHEAT,10000.0,380000.0,38.0,50.5,786.0,5833.0,61.4,39.5,3.14,3.14,3.14,0.24,43.97
1980,wisconsin,WHEAT,111000.0,4365000.0,39.3,42.2,498.0,8119.0,52.6,31.7,2.18,2.18,2.18,0.47,33.43
1980,wyoming,WHEAT,315000.0,8620000.0,27.4,41.9,247.0,8343.0,54.7,29.2,-0.49,-0.49,-0.49,-0.06,15.93
1981,alabama,WHEAT,565000.0,24860000.0,44.0,62.0,1793.0,3126.0,74.3,49.6,-2.54,-2.54,-2.38,-0.81,45.8
1981,arizona,WHEAT,258000.0,21844000.0,84.7,61.3,2987.0,1782.0,75.4,47.3,-2.39,-2.39,-2.39,-0.66,12.47
1981,arkansas,WHEAT,1650000.0,67650000.0,41.0,60.2,1637.0,3546.0,71.5,48.9,1.71,1.71,1.71,-0.27,43.09
1981,california,WHEAT,1345000.0,105545000.0,78.5,59.3,914.0,2816.0,71.6,47.0,-2.64,-2.64,-2.64,0.08,26.24
1981,colorado,WHEAT,3108000.0,87877000.0,28.3,47.1,288.0,6679.0,60.8,33.4,-3.45,-3.45,-3.1,-1.11,18.79
1981,delaware,WHEAT,48000.0,1920000.0,40.0,53.6,889.0,5146.0,63.5,43.6,-1.73,-1.73,-1.52,-0.63,36.68
1981,georgia,WHEAT,1070000.0,46010000.0,43.0,62.4,1583.0,3364.0,74.7,50.0,-3.51,-3.51,-3.36,-0.98,42.09
1981,idaho,WHEAT,1510000.0,89780000.0,59.5,44.3,408.0,6679.0,56.0,32.7,1.35,1.35,0.87,0.55,26.14
1981,illinois,WHEAT,1950000.0,97500000.0,50.0,51.8,733.0,6295.0,62.0,41.6,3.71,3.71,3.71,0.92,41.69
1981,indiana,WHEAT,1300000.0,59800000.0,46.0,50.8,789.0,6087.0,61.0,40.6,2.41,2.41,2.41,0.52,41.21
1981,iowa,WHEAT,125000.0,4875000.0,39.0,49.0,721.0,6542.0,60.0,37.9,1.58,1.58,1.58,0.36,31.99
1981,kansas,WHEAT,12100000.0,302500000.0,25.0,55.7,1400.0,4662.0,68.2,43.2,0.73,-1.79,-0.57,-0.22,29.94
1981,kentucky,WHEAT,680000.0,28560000.0,42.0,54.3,1048.0,4960.0,65.4,43.2,1.23,1.23,1.11,0.05,43.92
1981,louisiana,WHEAT,275000.0,11550000.0,42.0,66.1,2563.0,1940.0,77.1,55.0,-2.37,-2.37,-1.93,-0.85,45.55
1981,maryland,WHEAT,137000.0,5617000.0,41.0,53.1,884.0,5131.0,63.3,42.9,-1.36,-1.36,-0.61,-0.52,36.54
1981,michigan,WHEAT,830000.0,41500000.0,50.0,44.0,449.0,7216.0,54.0,34.1,1.21,1.21,0.99,0.43,32.12
1981,minnesota,WHEAT,3510000.0,140025000.0,39.9,42.6,382.0,8271.0,53.2,31.9,1.65,1.65,1.65,0.49,28.05
1981,mississippi,WHEAT,600000.0,24000000.0,40.0,63.1,2091.0,2704.0,75.0,51.2,-2.81,-2.81,-2.81,-1.05,42.34
1981,missouri,WHEAT,2750000.0,115500000.0,42.0,54.9,1166.0,4991.0,65.9,43.9,3.25,3.25,3.25,0.35,44.21
1981,montana,WHEAT,5820000.0,172830000.0,29.7,44.0,167.0,8202.0,56.3,31.7,-0.16,1.56,1.26,-0.21,18.68
1981,nebraska,WHEAT,2900000.0,104400000.0,36.0,50.5,945.0,5934.0,63.4,37.5,1.03,-2.13,-0.77,-0.59,24.16
1981,nevada,WHEAT,31000.0,1850000.0,59.7,51.8,2225.0,3240.0,65.4,38.2,-3.93,-3.93,-3.93,-0.96,10.71
1981,new jersey,WHEAT,56000.0,2352000.0,42.0,51.5,694.0,5769.0,61.6,41.3,-2.18,-2.18,-2.18,-0.51,38.88
1981,new mexico,WHEAT,500000.0,11000000.0,22.0,54.4,878.0,4400.0,69.3,39.4,1.14,-0.76,0.87,-0.38,15.22
1981,new york,WHEAT,160000.0,7040000.0,44.0,44.7,519.0,6504.0,54.4,34.9,0.2,-1.04,-0.49,0.15,40.15
1981,north carolina,WHEAT,550000.0,21450000.0,39.0,57.2,1269.0,4033.0,68.9,45.4,-2.19,-2.19,-1.56,-0.71,40.76
1981,north dakota,WHEAT,11570000.0,328260000.0,28.4,43.2,434.0,8386.0,55.2,31.3,-1.82,-2.29,-1.8,-0.69,17.08
1981,ohio,WHEAT,1600000.0,70400000.0,44.0,49.6,634.0,6311.0,59.6,39.5,2.22,2.22,1.75,0.43,39.04
1981,oklahoma,WHEAT,6400000.0,172800000.0,27.0,60.5,1900.0,3510.0,72.4,48.5,0.43,-2.39,-1.75,-0.27,35.25
1981,oregon,WHEAT,1260000.0,74330000.0,59.0,47.8,177.0,5287.0,58.9,36.7,1.08,1.08,0.77,0.74,38.03
1981,pennsylvania,WHEAT,240000.0,8640000.0,36.0,47.5,540.0,6310.0,57.7,37.3,-0.6,-0.6,-0.6,0.01,40.21
1981,south carolina,WHEAT,410000.0,14350000.0,35.0,61.2,1754.0,3182.0,73.6,48.8,-2.38,-2.38,-2.0,-0.81,40.19
1981,south dakota,WHEAT,3820000.0,88970000.0,23.3,47.5,672.0,6976.0,60.3,34.7,-3.95,-3.95,-3.63,-1.17,17.41
1981,tennessee,WHEAT,850000.0,37400000.0,44.0,56.7,1264.0,4265.0,68.2,45.1,1.13,-1.06,0.57,-0.07,46.51
1981,texas,WHEAT,6550000.0,183400000.0,28.0,65.0,2586.0,1914.0,76.9,53.1,2.04,2.04,2.04,0.53,32.18
1981,utah,WHEAT,265000.0,9340000.0,35.2,50.0,513.0,6645.0,62.5,37.5,-2.62,-2.62,-2.62,-0.43,15.23
1981,virginia,WHEAT,390000.0,17160000.0,44.0,53.7,924.0,,65.0,42.3,-2.64,-2.64,-2.4,-0.64,36.22
1981,washington,WHEAT,3050000.0,168350000.0,55.2,47.3,152.0,5583.0,56.9,37.6,2.13,2.13,2.13,0.55,43.8
1981,west virginia,WHEAT,9000.0,324000.0,36.0,50.0,625.0,5852.0,61.2,38.8,-0.98,-0.98,-0.98,-0.08,41.66
1981,wisconsin,WHEAT,121000.0,5518000.0,45.6,43.5,415.0,7646.0,53.9,33.0,1.7,1.7,1.7,0.28,31.02
1981,wyoming,WHEAT,279000.0,8280000.0,29.7,43.7,241.0,7673.0,56.7,30.7,-2.6,-2.6,-2.18,-0.95,15.92
1982,alabama,WHEAT,725000.0,23200000.0,32.0,63.3,1755.0,2622.0,74.8,51.9,0.73,0.73,0.73,0.45,61.13
1982,arizona,WHEAT,143000.0,12407000.0,86.8,58.7,2536.0,2248.0,72.0,45.4,1.18,1.18,1.18,0.82,16.52
1982,arkansas,WHEAT,1900000.0,72200000.0,38.0,60.0,1595.0,3604.0,70.8,49.1,0.83,0.83,0.83,0.68,57.8
1982,california,WHEAT,1075000.0,77175000.0,71.8,56.3,640.0,3431.0,67.9,44.7,3.07,3.07,3.07,1.66,31.99
1982,colorado,WHEAT,2958000.0,84984000.0,28.7,44.1,236.0,7660.0,57.3,30.9,1.78,1.78,1.78,0.7,19.84
1982,delaware,WHEAT,58000.0,2320000.0,40.0,54.0,799.0,4918.0,64.0,43.9,-0.49,-0.49,-0.49,-0.27,40.01
1982,georgia,WHEAT,1370000.0,45210000.0,33.0,63.9,1519.0,2806.0,75.2,52.7,0.63,0.63,0.63,0.31,53.28
1982,idaho,WHEAT,1510000.0,94770000.0,62.8,41.1,344.0,7764.0,51.9,30.2,3.2,3.2,3.2,1.51,30.55
1982,illinois,WHEAT,1500000.0,67500000.0,45.0,50.7,723.0,6654.0,60.7,40.7,3.04,3.04,3.04,1.37,46.58
1982,indiana,WHEAT,1030000.0,43260000.0,42.0,50.7,761.0,6067.0,61.0,40.4,1.81,1.81,1.77,0.69,44.88
1982,iowa,WHEAT,100000.0,3000000.0,30.0,46.1,682.0,7496.0,56.1,36.1,3.5,3.5,3.5,1.75,41.44
1982,kansas,WHEAT,13100000.0,458500000.0,35.0,53.0,1295.0,5400.0,65.4,40.7,2.48,2.48,2.48,0.67,28.56
1982,kentucky,WHEAT,620000.0,23560000.0,38.0,55.3,995.0,4540.0,66.3,44.3,1.1,1.1,1.1,0.58,50.25
1982,louisiana,WHEAT,500000.0,19000000.0,38.0,66.7,2538.0,1611.0,77.3,56.1,0.02,-2.01,-1.91,0.51,65.42
1982,maryland,WHEAT,136000.0,5712000.0,42.0,53.6,826.0,4917.0,63.8,43.4,-0.5,-0.5,-0.5,-0.26,39.7
1982,michigan,WHEAT,560000.0,22960000.0,41.0,43.2,429.0,7246.0,53.2,33.2,1.47,1.47,1.27,0.71,34.47
1982,minnesota,WHEAT,3184000.0,126809000.0,39.8,39.0,374.0,9388.0,49.3,28.8,1.56,1.56,1.11,1.15,29.82
1982,mississippi,WHEAT,950000.0,36100000.0,38.0,63.8,2028.0,2354.0,74.8,52.7,0.68,-0.99,0.11,0.69,66.54
1982,missouri,WHEAT,2200000.0,74800000.0,34.0,53.5,1076.0,5425.0,64.3,42.7,3.54,3.54,3.54,1.52,50.82
1982,montana,WHEAT,5360000.0,180320000.0,33.6,39.0,127.0,9640.0,50.6,27.4,2.96,2.96,2.96,1.38,22.41
1982,nebraska,WHEAT,2900000.0,101500000.0,35.0,47.0,843.0,7072.0,59.2,34.9,2.64,2.64,2.64,1.37,27.51
1982,nevada,WHEAT,29000.0,1890000.0,65.2,48.1,1697.0,4066.0,60.4,35.8,1.84,1.84,1.84,1.34,13.64
1982,new jersey,WHEAT,45000.0,1800000.0,40.0,51.4,546.0,5634.0,61.6,41.2,-0.51,-0.51,-0.51,-0.41,39.95
1982,new mexico,WHEAT,510000.0,12750000.0,25.0,52.6,845.0,4951.0,66.9,38.3,0.03,-1.12,-0.89,0.09,15.01
1982,new york,WHEAT,125000.0,5438000.0,43.5,44.4,384.0,6474.0,54.8,33.9,-0.65,-0.65,-0.65,-0.4,37.32
1982,north carolina,WHEAT,650000.0,23400000.0,36.0,58.6,1245.0,3528.0,69.3,47.8,1.06,1.06,0.5,0.51,52.16
1982,north dakota,WHEAT,10300000.0,324835000.0,31.5,37.8,353.0,10206.0,49.0,26.7,1.14,1.14,0.86,1.31,21.42
1982,ohio,WHEAT,1200000.0,51600000.0,43.0,50.3,618.0,6012.0,60.8,39.9,-0.96,-0.96,-0.96,-0.11,37.72
1982,oklahoma,WHEAT,6900000.0,227700000.0,33.0,59.0,1804.0,3844.0,71.0,46.9,2.34,2.34,1.83,0.52,35.64
1982,oregon,WHEAT,1200000.0,63500000.0,52.9,45.4,128.0,5884.0,56.0,34.9,2.41,2.41,2.16,0.93,38.28
1982,pennsylvania,WHEAT,228000.0,8208000.0,36.0,47.9,462.0,6080.0,58.5,37.4,-0.71,-0.71,-0.71,-0.47,38.33
1982,south carolina,WHEAT,550000.0,19800000.0,36.0,62.7,1723.0,2623.0,73.7,51.7,1.21,1.21,0.68,0.39,50.24
1982,south dakota,WHEAT,3595000.0,98530000.0,27.4,43.0,597.0,8452.0,54.7,31.3,3.0,3.0,3.0,1.84,25.0
1982,tennessee,WHEAT,830000.0,29880000.0,36.0,57.6,1234.0,3864.0,68.7,46.5,0.83,0.83,0.83,0.55,57.73
1982,texas,WHEAT,6000000.0,144000000.0,24.0,64.7,2630.0,1998.0,76.7,52.6,-0.64,0.57,-0.61,0.07,26.68
1982,utah,WHEAT,266000.0,9273000.0,34.9,46.4,378.0,7949.0,58.2,34.6,2.66,2.66,2.66,1.77,17.64
1982,virginia,WHEAT,350000.0,13300000.0,38.0,54.7,873.0,,65.5,43.8,1.26,1.26,1.26,0.56,45.59
1982,washington,WHEAT,2840000.0,138880000.0,48.9,45.5,122.0,6127.0,55.2,35.8,1.35,1.35,0.26,0.43,47.39
1982,west virginia,WHEAT,9000.0,315000.0,35.0,51.6,600.0,5256.0,62.9,40.4,0.78,0.78,0.78,0.18,44.48
1982,wisconsin,WHEAT,122000.0,5596000.0,45.9,41.4,379.0,8228.0,51.7,31.2,1.7,1.7,1.66,1.19,36.59
1982,wyoming,WHEAT,309000.0,8985000.0,29.1,39.8,218.0,9015.0,52.0,27.6,3.06,3.06,3.06,1.7,19.5
1983,alabama,WHEAT,460000.0,15180000.0,33.0,61.2,1684.0,3278.0,72.5,49.9,1.72,1.72,-0.28,1.22,70.37
1983,arizona,WHEAT,119000.0,11094000.0,93.2,59.2,2633.0,2231.0,72.3,46.1,5.72,5.72,5.72,2.33,18.97
1983,arkansas,WHEAT,1500000.0,58500000.0,39.0,58.9,1677.0,4085.0,69.6,48.1,-1.07,-1.07,-1.07,-0.27,46.51
1983,california,WHEAT,680000.0,46560000.0,68.5,57.6,814.0,3056.0,68.6,46.5,6.45,6.45,6.45,2.5,42.46
1983,colorado,WHEAT,3063000.0,122103000.0,39.9,44.4,318.0,7760.0,57.1,31.7,4.5,4.5,4.5,1.56,21.92
1983,delaware,WHEAT,54000.0,2106000.0,39.0,54.9,1064.0,4832.0,64.8,45.0,1.48,1.48,0.1,0.91,53.82
